zip,covidrate
02163,6297.2
02134,6297.2
02135,6297.2
02108,5066.1
02109,5066.1
02110,5066.1
02112,5066.1
02113,5066.1
02114,5066.1
02116,5066.1
02117,5066.1
02196,5066.1
02199,5066.1
02205,5066.1
02129,5660.9
02128,14469.3
02121,11402.2
02125,11402.2
02122,10478.5
02124,10478.5
02115,4707.0
02123,4707.0
02215,4707.0
02136,11334.5
02137,11334.5
02130,6347.7
02126,8168.0
02131,9064.0
02119,10638.3
02120,10638.3
02127,9542.6
02210,9542.6
02111,8172.1
02118,8172.1
02132,7255.9
